"V1","V2","V3","V4","V5","V6","V7","V8"
-0.034798301,-0.025635731,-0.039551651,-0.042130245,-0.031247695,-0.047420552,-0.027833205,-0.034769314
-0.03551856,-0.029464607,-0.03738942,-0.041066189,-0.030957179,-0.048361873,-0.02602278,-0.032825713
-0.036595554,-0.027275839,-0.033724967,-0.038778839,-0.029009255,-0.048391229,-0.025381152,-0.030255655
-0.045953273,-0.026452377,-0.023382234,-0.03523756,-0.031881968,-0.047066064,-0.025690048,-0.028672683
-0.040830985,-0.020840502,-0.024967768,-0.036401291,-0.026507193,-0.046340297,-0.026537501,-0.030492889
-0.041294354,-0.024946671,-0.028178542,-0.034689883,-0.029390738,-0.048239808,-0.025810969,-0.033866937
-0.042733951,-0.024911962,-0.029065525,-0.032819863,-0.029412131,-0.049750438,-0.024330206,-0.033918315
-0.044618789,-0.026653145,-0.030339573,-0.033119668,-0.032735372,-0.048033412,-0.024667431,-0.037137409
-0.044239724,-0.025832565,-0.029862309,-0.031123119,-0.031416559,-0.049251894,-0.023775052,-0.035479367
-0.047121055,-0.039158441,-0.04495893,-0.067897579,-0.032905435,-0.048101472,-0.021449007,-0.040344092
-0.053547534,-0.042515549,-0.056783084,-0.062335705,-0.039106548,-0.048176784,-0.02235377,-0.048623168
-0.058532712,-0.048932049,-0.062064197,-0.059565234,-0.041748789,-0.049146155,-0.025692791,-0.05186091
-0.061475288,-0.05501381,-0.065125153,-0.066113449,-0.043094727,-0.049684666,-0.024207027,-0.054877632
-0.057926427,-0.055003039,-0.063056295,-0.07287013,-0.041641613,-0.047370465,-0.028697219,-0.052707014
-0.053050107,-0.056131899,-0.061493231,-0.075263872,-0.039226281,-0.048198323,-0.030075718,-0.052252112
-0.047163425,-0.047163628,-0.048467641,-0.049001808,-0.0335735,-0.0474568,-0.022885063,-0.0434882
-0.045145717,-0.044003736,-0.044604437,-0.050074107,-0.031445055,-0.046813291,-0.025286658,-0.040122457
-0.043793517,-0.042244397,-0.041771362,-0.050537098,-0.030354072,-0.046569727,-0.023263625,-0.038221119
-0.043897998,-0.043326412,-0.031210223,-0.051016698,-0.030167392,-0.04655664,-0.024315484,-0.038734244
-0.040671417,-0.0376212,-0.03167287,-0.050367916,-0.029521423,-0.045084524,-0.023970944,-0.033734636
-0.042329122,-0.038954486,-0.030513931,-0.035087009,-0.029072322,-0.046306871,-0.024268178,-0.035117457
-0.058110668,-0.041488949,-0.051687929,-0.064538473,-0.034805753,-0.04735476,-0.024062255,-0.033943821
-0.06238169,-0.040963671,-0.055291899,-0.067907514,-0.033603078,-0.048042327,-0.025914952,-0.038010836
-0.061326961,-0.039843078,-0.053373988,-0.067431483,-0.03280048,-0.048073888,-0.025407787,-0.043068837
-0.061113266,-0.041789633,-0.054565022,-0.070232772,-0.039478721,-0.048555613,-0.027019228,-0.042985056
-0.065065801,-0.04625849,-0.061706295,-0.072906249,-0.043458422,-0.045512163,-0.028072301,-0.047984067
-0.065738253,-0.042525965,-0.063195255,-0.069188303,-0.0326609,-0.045793039,-0.026514566,-0.039161433
-0.061675923,-0.040472996,-0.056495574,-0.068125063,-0.031213798,-0.045373263,-0.026881062,-0.036000443
-0.061215233,-0.040343682,-0.055504078,-0.06817224,-0.028211447,-0.045264274,-0.033697647,-0.045919795
-0.058285348,-0.039439211,-0.054054984,-0.066218095,-0.03344009,-0.044594967,-0.034339667,-0.035501663
-0.059154615,-0.040726098,-0.056932445,-0.066886464,-0.034737128,-0.044976158,-0.032946193,-0.035882269
-0.059986604,-0.041045692,-0.058513771,-0.067679406,-0.035190102,-0.042399427,-0.033300406,-0.036361421
-0.063078241,-0.044636685,-0.062041284,-0.072153246,-0.036315425,-0.041525209,-0.034159621,-0.03659356
-0.058673252,-0.041243923,-0.053595067,-0.069851637,-0.032992262,-0.042657295,-0.031045783,-0.032716322
-0.06069797,-0.042187972,-0.051479663,-0.070823037,-0.03390009,-0.042805597,-0.027374534,-0.033216659
-0.054547922,-0.041292555,-0.04226666,-0.069745074,-0.032722364,-0.042766205,-0.027096044,-0.032732462
-0.054712656,-0.040806729,-0.041242923,-0.039474759,-0.02819621,-0.043331448,-0.026125621,-0.031682111
-0.052346541,-0.043449617,-0.043042115,-0.038472915,-0.02309811,-0.042943737,-0.023377673,-0.031797325
-0.055398765,-0.042051344,-0.041405243,-0.072294496,-0.034013679,-0.044384229,-0.022381599,-0.030924743
-0.0543874,-0.039599876,-0.038187673,-0.057578064,-0.033892642,-0.047067615,-0.03068025,-0.033485271
-0.060478615,-0.045279088,-0.05085027,-0.037045358,-0.037406712,-0.044126882,-0.034925422,-0.041521636
-0.060295037,-0.04540769,-0.051511811,-0.037310316,-0.037686333,-0.044048798,-0.034668737,-0.041931372
-0.06033958,-0.045502272,-0.039652604,-0.036455252,-0.03847756,-0.043919992,-0.030717191,-0.040667296
-0.064946994,-0.049094,-0.044828008,-0.034037731,-0.039859091,-0.041819446,-0.034505377,-0.044461742
-0.062758959,-0.047391974,-0.043120353,-0.034728088,-0.037980153,-0.042581444,-0.034842723,-0.042241092
-0.063494278,-0.049222023,-0.042916422,-0.034624011,-0.030004474,-0.040907796,-0.036812298,-0.044570877
-0.066556848,-0.05053335,-0.044126794,-0.033537331,-0.031972282,-0.039680944,-0.034750177,-0.042144006
-0.065399581,-0.051094627,-0.043065358,-0.022734591,-0.031764754,-0.037997104,-0.035634247,-0.042810701
-0.065655743,-0.050373934,-0.042606858,-0.022992694,-0.031807051,-0.036984192,-0.034302544,-0.04190732
-0.069595884,-0.053472345,-0.046102655,-0.008119098,-0.033568803,-0.036195458,-0.027653552,-0.044349727
-0.06820758,-0.052736642,-0.044817775,-0.009831502,-0.031076435,-0.035988371,-0.023591279,-0.04367163
-0.068640765,-0.053872618,-0.046024657,-0.007526197,-0.032123396,-0.035730841,-0.022962652,-0.0447382
-0.061886922,-0.045722003,-0.039879605,-0.024227215,-0.030144852,-0.037496008,-0.022358993,-0.039802661
-0.05952596,-0.029972181,-0.027882203,-0.019865752,-0.026296264,-0.033009947,-0.020017446,-0.034471617
-0.050543425,-0.026119054,-0.025234926,-0.018633724,-0.024695548,-0.032653725,-0.019377437,-0.033411624
-0.04702833,-0.030242399,-0.027896238,-0.025963667,-0.024644187,-0.037576457,-0.023717154,-0.033731042
-0.036837034,-0.031576068,-0.028454121,-0.028798238,-0.02475284,-0.03962812,-0.022356408,-0.030767329
-0.036252985,-0.03298654,-0.029438647,-0.031317867,-0.023607648,-0.039443352,-0.024690429,-0.0368538
-0.038739977,-0.03190655,-0.030934796,-0.025515516,-0.024480418,-0.037201193,-0.023626643,-0.037628728
-0.038181828,-0.032803669,-0.030343902,-0.027519153,-0.024519291,-0.038029509,-0.024469889,-0.037698256
-0.037449022,-0.033586463,-0.0307281,-0.032216422,-0.025464994,-0.040202697,-0.025071328,-0.037149205
-0.036656252,-0.033174296,-0.030454009,-0.033319482,-0.024969028,-0.039909375,-0.026005679,-0.037897107
-0.036449392,-0.033291969,-0.029244337,-0.034133332,-0.024099209,-0.041838059,-0.025656431,-0.037116813
-0.036998984,-0.032956151,-0.029268154,-0.032359529,-0.023816712,-0.041258031,-0.024108897,-0.037875228
-0.037781122,-0.034466388,-0.032024523,-0.035633661,-0.025428924,-0.044367742,-0.02387316,-0.036236508
-0.03752702,-0.032005816,-0.031446123,-0.036786611,-0.025484578,-0.045321738,-0.022315225,-0.034907254
-0.037908496,-0.032143878,-0.032126494,-0.03670388,-0.025715724,-0.046108669,-0.021889148,-0.034150013
-0.037875823,-0.032883627,-0.028039163,-0.036012718,-0.023544467,-0.047651261,-0.022066847,-0.034662885
-0.038872336,-0.031057399,-0.028304838,-0.033185534,-0.023421659,-0.047603857,-0.022240119,-0.037141193
-0.038894543,-0.030972667,-0.023097964,-0.031292444,-0.023157075,-0.04645819,-0.021820428,-0.040551695
-0.039848544,-0.03148985,-0.025695209,-0.029722749,-0.024328129,-0.045302417,-0.021697414,-0.04095051
-0.038498621,-0.03097881,-0.026827242,-0.025168101,-0.020545479,-0.048248407,-0.022725773,-0.039094449
-0.039096143,-0.030281054,-0.026893648,-0.022220464,-0.020119189,-0.04651589,-0.022169313,-0.040384287
-0.039484846,-0.030186125,-0.026757739,-0.020739663,-0.019254583,-0.047704035,-0.02150516,-0.040798393
-0.038391921,-0.034025611,-0.029902239,-0.023932407,-0.025019602,-0.046316451,-0.021738628,-0.04429755
-0.038713529,-0.026649225,-0.030651114,-0.023685831,-0.025359713,-0.045693955,-0.021791371,-0.044227099
-0.037684935,-0.025646957,-0.027197024,-0.021565059,-0.023098335,-0.046780757,-0.021600183,-0.043445616
-0.038535882,-0.025644064,-0.028543136,-0.021488245,-0.024156748,-0.047237481,-0.020512065,-0.037676647
-0.037362607,-0.026678296,-0.026897694,-0.023554223,-0.022247203,-0.050467243,-0.021150388,-0.040462197
-0.037284797,-0.025221983,-0.024889151,-0.020124845,-0.015353291,-0.049928536,-0.020065605,-0.038012235
-0.037389634,-0.020461088,-0.024887147,-0.019303898,-0.015449042,-0.051981585,-0.018843719,-0.033026438
-0.036760978,-0.019920072,-0.023772115,-0.020209709,-0.014208065,-0.054076172,-0.018466633,-0.030305929
-0.035067879,-0.018721587,-0.019960883,-0.020600431,-0.012801935,-0.053350737,-0.018489236,-0.028229839
-0.032849345,-0.018841085,-0.02044544,-0.021068925,-0.012632803,-0.054386144,-0.018174967,-0.027963412
-0.043149383,-0.028515144,-0.035015723,-0.045736059,-0.019719941,-0.056029857,-0.020502155,-0.02798746
-0.043693173,-0.041392463,-0.050458221,-0.047815632,-0.020845153,-0.05690601,-0.020416794,-0.025013536
-0.043120405,-0.042485081,-0.049947926,-0.053179788,-0.020578342,-0.0562523,-0.020386866,-0.017023163
-0.044061498,-0.043318603,-0.052306608,-0.050459182,-0.023951002,-0.040043837,-0.020280363,-0.017041502
-0.044017631,-0.040424027,-0.049497979,-0.046427902,-0.024957903,-0.039020222,-0.019484382,-0.019638761
-0.043878793,-0.040577101,-0.051580329,-0.047463336,-0.024408485,-0.038780758,-0.02056627,-0.03121498
-0.04291033,-0.041023881,-0.05135951,-0.048804636,-0.024060774,-0.038420467,-0.021138192,-0.031616343
-0.042251611,-0.042609478,-0.051257116,-0.04879369,-0.023645345,-0.035533809,-0.021808784,-0.032085222
-0.043385559,-0.043005632,-0.054267819,-0.045454969,-0.025158001,-0.035462452,-0.022714958,-0.035079908
-0.043365578,-0.044298897,-0.055251225,-0.048836186,-0.025521474,-0.036271549,-0.022834323,-0.034670588
-0.042924065,-0.043931964,-0.055111169,-0.049099375,-0.025979249,-0.036349296,-0.023704564,-0.035681502
-0.044053155,-0.044163515,-0.055548995,-0.053238849,-0.026058562,-0.037350182,-0.023313525,-0.042072813
-0.044676342,-0.044542316,-0.056409636,-0.052080728,-0.026490283,-0.037028321,-0.023614705,-0.042650195
-0.045314185,-0.039364096,-0.058067712,-0.053113001,-0.027305342,-0.037308563,-0.024464646,-0.043959721
-0.046367275,-0.034704848,-0.061035848,-0.028788279,-0.027680418,-0.03637869,-0.026236702,-0.043451439
-0.043728527,-0.032496415,-0.057578277,-0.033296912,-0.024942025,-0.032450266,-0.023859025,-0.033913033
-0.046009105,-0.033733001,-0.062898275,-0.030655225,-0.024693472,-0.028652188,-0.018816541,-0.032487067
-0.045928257,-0.033715803,-0.06356256,-0.033756044,-0.024444988,-0.021439728,-0.017987808,-0.031225983
-0.045506526,-0.033687102,-0.062844839,-0.03378748,-0.024413606,-0.021722843,-0.018473355,-0.03325541
-0.044669532,-0.03284326,-0.060858638,-0.038021857,-0.024702242,-0.022277477,-0.018126027,-0.032328612
-0.04519858,-0.032215873,-0.061178705,-0.037422082,-0.024108649,-0.021059284,-0.016406354,-0.030678995
-0.040968465,-0.032156453,-0.051325269,-0.038228287,-0.023930187,-0.024086702,-0.017257252,-0.031213747
-0.039842114,-0.032118835,-0.051815171,-0.038644562,-0.022733144,-0.025561426,-0.018216713,-0.032062494
-0.034579682,-0.03220256,-0.050731682,-0.043146391,-0.022659897,-0.025674107,-0.019121788,-0.031988551
-0.037719759,-0.032041374,-0.050925594,-0.037618392,-0.0247501,-0.027543673,-0.020579207,-0.034495403
-0.036498496,-0.03178699,-0.049371927,-0.038934526,-0.023993299,-0.027229635,-0.020701004,-0.034025096
-0.034155326,-0.032294347,-0.04799441,-0.039708258,-0.021211589,-0.025573017,-0.020165407,-0.033589963
-0.033740838,-0.03236839,-0.047400426,-0.039209953,-0.019576616,-0.025252842,-0.025939749,-0.033757736
-0.034689805,-0.03190019,-0.047436075,-0.036263376,-0.019699479,-0.025161634,-0.02473076,-0.033559364
-0.036812581,-0.03131985,-0.047669249,-0.033684645,-0.021922105,-0.026564316,-0.024027586,-0.034509352
-0.035108658,-0.033414764,-0.05028047,-0.039375911,-0.021189398,-0.026278715,-0.023774951,-0.034715737
-0.038592031,-0.03457916,-0.053731535,-0.034376905,-0.024101484,-0.028178824,-0.025356981,-0.037875589
-0.035693234,-0.034350523,-0.052090808,-0.031438949,-0.023724579,-0.028049595,-0.02577302,-0.03874532
-0.037940193,-0.034958643,-0.05446596,-0.029258861,-0.025724875,-0.029352783,-0.026553186,-0.040644021
-0.034645935,-0.028564977,-0.056785389,-0.036648646,-0.024043357,-0.028658995,-0.026858248,-0.039130924
-0.032857764,-0.02866145,-0.056927934,-0.038406543,-0.022332052,-0.027810774,-0.026246052,-0.039268689
-0.030388831,-0.027214983,-0.05463002,-0.041777929,-0.020852194,-0.026451944,-0.024924159,-0.03623452
-0.031602452,-0.025014326,-0.054935628,-0.037856248,-0.020728715,-0.026678089,-0.02499806,-0.03628183
-0.029188227,-0.023753567,-0.051989674,-0.045923645,-0.021162276,-0.026496082,-0.025645073,-0.0350746
-0.029379039,-0.025162144,-0.044311848,-0.04581751,-0.021384563,-0.027354184,-0.02839271,-0.037720343
-0.029995198,-0.026351466,-0.044565648,-0.043291285,-0.021058555,-0.023940197,-0.029681674,-0.039424162
-0.030498717,-0.029435915,-0.04767026,-0.046201833,-0.021948415,-0.024944435,-0.032120832,-0.041854533
-0.030920928,-0.028866453,-0.047627666,-0.04479643,-0.021756386,-0.025375321,-0.031856803,-0.041968206
-0.029614777,-0.031054098,-0.047916112,-0.050250417,-0.022393948,-0.023941053,-0.033220118,-0.041618453
-0.029488599,-0.031698345,-0.042703063,-0.050201768,-0.022834566,-0.021888255,-0.033299968,-0.03423244
-0.029121024,-0.030888536,-0.042423555,-0.04956029,-0.022083028,-0.021113107,-0.033377146,-0.034029888
-0.029682808,-0.028802975,-0.046093283,-0.046942502,-0.02073372,-0.023568574,-0.034205563,-0.0369056
-0.029732891,-0.029054583,-0.045836854,-0.04735254,-0.020955212,-0.022930098,-0.033786328,-0.036674951
-0.030448815,-0.029201536,-0.049220925,-0.047938803,-0.021188499,-0.023803018,-0.037064795,-0.038863529
-0.029215045,-0.028611005,-0.047270693,-0.047763208,-0.020119776,-0.02271266,-0.036495846,-0.037339197
-0.030123743,-0.029183845,-0.049170175,-0.048876398,-0.021371319,-0.02348396,-0.036064579,-0.035999322
-0.032163726,-0.028747433,-0.050220644,-0.047718759,-0.021276465,-0.025154983,-0.035817059,-0.038867398
-0.030654494,-0.031025643,-0.047154467,-0.05084645,-0.019803818,-0.023359582,-0.036895717,-0.036741208
-0.031491152,-0.028954277,-0.049200115,-0.048280394,-0.017541137,-0.024459047,-0.035940001,-0.038030047
-0.031436196,-0.028246857,-0.048832556,-0.049039234,-0.01815738,-0.024376189,-0.036326087,-0.035418216
-0.032639197,-0.027352631,-0.05176939,-0.045402713,-0.01784563,-0.025983498,-0.036376099,-0.037461293
-0.031653118,-0.027270959,-0.052504331,-0.046759897,-0.017223602,-0.024943773,-0.036642417,-0.035565798
-0.030857823,-0.027358335,-0.046048655,-0.047172,-0.017070766,-0.023783319,-0.035772074,-0.033850587
-0.029726671,-0.028722059,-0.037550232,-0.049528494,-0.017567654,-0.021046207,-0.036779514,-0.032282872
-0.030817535,-0.028106735,-0.038651655,-0.047300231,-0.021865855,-0.019929695,-0.036503089,-0.03410754
-0.030590733,-0.026054079,-0.041817524,-0.045593381,-0.021093103,-0.018521494,-0.034502341,-0.030507745
-0.030957889,-0.025923886,-0.041934808,-0.043540008,-0.021307603,-0.018683817,-0.033799851,-0.030845502
-0.030870344,-0.026076845,-0.038867926,-0.043728993,-0.021011993,-0.0192791,-0.036018399,-0.031780514
-0.024480685,-0.025752514,-0.031229447,-0.044888465,-0.018329898,-0.017841101,-0.036229939,-0.03015864
-0.02493208,-0.025129402,-0.031403383,-0.043558275,-0.016183941,-0.018017967,-0.03515551,-0.030485313
-0.023096476,-0.024486401,-0.029661782,-0.046279306,-0.014943227,-0.016021159,-0.034455251,-0.028054094
-0.023509617,-0.024377263,-0.042907501,-0.050414203,-0.017008284,-0.02412238,-0.038788723,-0.03463524
-0.025941091,-0.025304139,-0.044972975,-0.049760806,-0.021399797,-0.02862872,-0.036734343,-0.037458479
-0.023226483,-0.026977396,-0.045078628,-0.051947773,-0.02234526,-0.028252455,-0.036819937,-0.036612197
-0.024319615,-0.026722059,-0.045929601,-0.051790254,-0.022810375,-0.029244283,-0.03778122,-0.03781044
-0.023475009,-0.025896268,-0.044316442,-0.051718426,-0.021984691,-0.029108115,-0.036611811,-0.037684588
-0.024488251,-0.024833474,-0.045251804,-0.050123564,-0.018593928,-0.029925225,-0.037009388,-0.039600066
-0.021824029,-0.025431528,-0.042281878,-0.049649767,-0.018118002,-0.028148613,-0.035686481,-0.035902262
-0.021759259,-0.02480957,-0.041864095,-0.04907328,-0.020467001,-0.024897594,-0.035943231,-0.03614043
-0.027155561,-0.026933523,-0.048333922,-0.047707865,-0.02389967,-0.026922053,-0.035616693,-0.04036719
-0.0258954,-0.027061157,-0.04811985,-0.046981012,-0.023646347,-0.02626258,-0.035961614,-0.039718236
-0.022453297,-0.024149156,-0.047218808,-0.055096217,-0.023023386,-0.024695101,-0.041527331,-0.037886484
-0.022106569,-0.024251335,-0.045800856,-0.054580846,-0.02282049,-0.024957836,-0.03967226,-0.037201776
-0.02063826,-0.02370272,-0.042658432,-0.055850301,-0.021671873,-0.024554193,-0.039639947,-0.035222328
-0.0191872,-0.024507615,-0.041045302,-0.056567541,-0.021217052,-0.024270156,-0.039726094,-0.0338084
-0.01991453,-0.02503207,-0.030579736,-0.056619637,-0.021760585,-0.025585222,-0.038826137,-0.036305597
-0.028858079,-0.024860905,-0.029489075,-0.058303318,-0.021547501,-0.025241728,-0.039278483,-0.035316032
-0.0294172,-0.025507531,-0.03045051,-0.056350948,-0.021311363,-0.025544114,-0.038378167,-0.036036895
-0.028687685,-0.026499917,-0.02941406,-0.057978978,-0.021570725,-0.024088655,-0.038026649,-0.034384686
-0.028891703,-0.025332508,-0.030341963,-0.05547676,-0.020999595,-0.024100371,-0.037011595,-0.035188301
-0.028728191,-0.024937717,-0.031580624,-0.049721553,-0.025241673,-0.025400812,-0.035856279,-0.037314594
-0.029261796,-0.025205352,-0.031209189,-0.040579226,-0.024631517,-0.019718027,-0.035970375,-0.037836505
-0.029533134,-0.025377358,-0.031695826,-0.040878745,-0.025194341,-0.019332617,-0.036496214,-0.038489643
-0.025195311,-0.024827227,-0.033194826,-0.041540849,-0.026125833,-0.018961357,-0.035902622,-0.037582854
-0.031885479,-0.029529577,-0.039410562,-0.045841276,-0.025928139,-0.025368653,-0.034550942,-0.039213836
-0.039228869,-0.027537399,-0.046035191,-0.040489402,-0.028760373,-0.027477186,-0.034630464,-0.045575185
-0.040762914,-0.028863447,-0.046916601,-0.040645025,-0.030181913,-0.026679247,-0.031604548,-0.04692949
-0.037634161,-0.027964125,-0.046708968,-0.039155235,-0.029275041,-0.025899837,-0.031765207,-0.046838921
-0.035537215,-0.025898111,-0.046042509,-0.038470252,-0.026821533,-0.023947659,-0.030984483,-0.044878724
-0.034210675,-0.024899196,-0.04672244,-0.036930168,-0.026038158,-0.022758193,-0.031542232,-0.045024295
-0.036450554,-0.027037884,-0.046558521,-0.037024951,-0.02845795,-0.024710225,-0.031454095,-0.046728663
-0.035345348,-0.026365947,-0.044865862,-0.038816696,-0.028324289,-0.025566843,-0.03093612,-0.043697893
-0.032195173,-0.026224845,-0.042526291,-0.042335824,-0.026975604,-0.025293046,-0.03170371,-0.04141009
-0.032686334,-0.0258078,-0.043070276,-0.040930203,-0.026921231,-0.025054448,-0.030733076,-0.041431256
-0.033922645,-0.027306044,-0.041988673,-0.038294909,-0.028288507,-0.026538631,-0.031145642,-0.042727867
-0.032590357,-0.027251448,-0.041512057,-0.040552113,-0.027817079,-0.018753358,-0.031061104,-0.041339944
-0.033307912,-0.026496804,-0.03867311,-0.038046638,-0.029701181,-0.02570955,-0.030432779,-0.042509722
-0.034877183,-0.02702808,-0.038698833,-0.036215037,-0.029979859,-0.026574759,-0.029524487,-0.043454171
-0.033422447,-0.026301519,-0.034893056,-0.03472358,-0.02781668,-0.025924018,-0.030166696,-0.041833084
-0.034521446,-0.026259255,-0.035748823,-0.032858509,-0.028423987,-0.025960669,-0.029783614,-0.039520025
-0.037280761,-0.027396032,-0.036082529,-0.030476127,-0.030538094,-0.027067593,-0.028532353,-0.042031988
-0.04230666,-0.028450901,-0.035813209,-0.023702086,-0.034552208,-0.028087541,-0.027439955,-0.044381343
-0.039099112,-0.027604172,-0.03455499,-0.026700839,-0.032138753,-0.027070058,-0.027253743,-0.040731732
-0.037430901,-0.026725151,-0.033779447,-0.028654452,-0.030517201,-0.026837838,-0.028196075,-0.039256868
-0.029915249,-0.025007777,-0.032659872,-0.02995433,-0.026966088,-0.025026719,-0.029630596,-0.034776756
-0.029740903,-0.025123473,-0.032438756,-0.030728682,-0.026562699,-0.025290095,-0.029792752,-0.034471837
-0.028730697,-0.024103137,-0.031948792,-0.030989447,-0.025782416,-0.025285708,-0.030194739,-0.033369155
-0.027616408,-0.024016762,-0.031469695,-0.030120509,-0.025045127,-0.024974349,-0.031279898,-0.032578267
-0.027261847,-0.024410662,-0.031273816,-0.031382191,-0.025262524,-0.023612916,-0.03146351,-0.032048925
-0.028985875,-0.024555745,-0.03162485,-0.028438644,-0.026570308,-0.022773787,-0.031794348,-0.034198739
-0.026880185,-0.024701473,-0.02518572,-0.032994778,-0.025753605,-0.023560249,-0.030899521,-0.031088319
-0.026545702,-0.023579053,-0.024584192,-0.03091571,-0.024889137,-0.022130375,-0.030691735,-0.0312711
-0.026730548,-0.02384046,-0.024788037,-0.031225924,-0.024969602,-0.021192366,-0.031075093,-0.029834111
-0.026182138,-0.023579005,-0.024331202,-0.031398409,-0.024757917,-0.020819627,-0.030769825,-0.029263153
-0.026246014,-0.023569391,-0.024285928,-0.031185462,-0.024532604,-0.020692559,-0.030721651,-0.029332397
-0.026237637,-0.024064898,-0.024409522,-0.032226146,-0.024647476,-0.021488678,-0.031716634,-0.029453376
-0.025314714,-0.025083021,-0.023765952,-0.036082883,-0.025307527,-0.021013415,-0.031838493,-0.027763929
-0.024888437,-0.026075119,-0.023343072,-0.039149268,-0.026358556,-0.022298866,-0.031382342,-0.026450085
-0.025732936,-0.026488923,-0.023631177,-0.038737525,-0.027191295,-0.022500549,-0.031736785,-0.027296567
-0.025094582,-0.026795581,-0.024257772,-0.040146467,-0.025695006,-0.023795777,-0.032929738,-0.026932559
-0.023553012,-0.025956563,-0.024921757,-0.038535443,-0.025377448,-0.023523726,-0.027567664,-0.027715121
-0.02371908,-0.026186507,-0.025054032,-0.036639337,-0.024586851,-0.020681332,-0.027726837,-0.0283719
-0.023307447,-0.025139374,-0.024943326,-0.036650146,-0.023845392,-0.020694389,-0.028448896,-0.02872828
-0.022700225,-0.023315487,-0.030275466,-0.033662482,-0.021736613,-0.019063044,-0.028260601,-0.029136464
-0.024484758,-0.024033475,-0.030793015,-0.032507375,-0.024098851,-0.019406603,-0.028100025,-0.030523603
-0.026379852,-0.02327979,-0.030587101,-0.031428961,-0.02312472,-0.018981492,-0.028448749,-0.030236833
-0.025085759,-0.022770842,-0.030927863,-0.030624638,-0.022964971,-0.017843674,-0.028598199,-0.028943091
-0.02162924,-0.022262732,-0.024156018,-0.030155065,-0.022641836,-0.017199225,-0.027715417,-0.028009032
-0.023110716,-0.021988973,-0.024591999,-0.028011577,-0.022531986,-0.015877586,-0.02703153,-0.029386603
-0.026728851,-0.02036959,-0.024403417,-0.024267884,-0.019442049,-0.013048516,-0.026668868,-0.030407309
-0.025832231,-0.020602893,-0.023905324,-0.024302973,-0.020313039,-0.013419394,-0.027563962,-0.028851747
-0.024954538,-0.019879171,-0.023750423,-0.023897458,-0.019581675,-0.012916037,-0.026667192,-0.028257835
-0.025244005,-0.019272327,-0.023967266,-0.022027321,-0.018751497,-0.011738259,-0.02681992,-0.029136295
-0.026448404,-0.01937213,-0.024434597,-0.023431323,-0.017115257,-0.010475311,-0.027078719,-0.03104988
-0.025048453,-0.019774322,-0.025998574,-0.022370097,-0.017433764,-0.010323374,-0.021126935,-0.030759426
-0.025907569,-0.018508878,-0.02493729,-0.021486086,-0.017107427,-0.010623363,-0.02129374,-0.030774907
-0.027702302,-0.018854719,-0.026042463,-0.022746918,-0.017030744,-0.010515794,-0.021661102,-0.032369786
-0.027736497,-0.019249075,-0.027158252,-0.023944479,-0.017226746,-0.009994819,-0.02172556,-0.032779405
-0.026393866,-0.018829459,-0.028005028,-0.023452585,-0.016198249,-0.009985886,-0.021212226,-0.031533644
-0.024457803,-0.020808447,-0.026549556,-0.02353465,-0.018182354,-0.010387488,-0.020568974,-0.031755778
-0.026137065,-0.020916748,-0.026596789,-0.023757551,-0.018485042,-0.010793047,-0.02795253,-0.033005479
-0.024447536,-0.021629361,-0.027944508,-0.024355556,-0.019026749,-0.017086458,-0.027342364,-0.030497985
-0.025471426,-0.021634567,-0.027985932,-0.02468884,-0.01884716,-0.016408302,-0.026656918,-0.031985005
-0.026972689,-0.020842276,-0.025558909,-0.024035799,-0.01840187,-0.013678258,-0.027282621,-0.034475388
-0.026100634,-0.018279598,-0.024030839,-0.019162627,-0.016069343,-0.010086459,-0.021668144,-0.031329922
-0.024657203,-0.01836278,-0.023866368,-0.019986266,-0.017326339,-0.01063575,-0.02112878,-0.029647504
-0.022854,-0.019562771,-0.018896745,-0.02047173,-0.017615723,-0.012458339,-0.027484844,-0.028396203
-0.024284561,-0.019443032,-0.020030767,-0.022027869,-0.016479678,-0.015698865,-0.027657685,-0.029749706
-0.025097102,-0.018673288,-0.018474292,-0.021028817,-0.016338333,-0.016323999,-0.027590335,-0.029064953
-0.024873961,-0.018539866,-0.018104424,-0.019848644,-0.016621707,-0.016530287,-0.02764898,-0.028578873
-0.024378596,-0.01925632,-0.019510852,-0.020426152,-0.017501118,-0.016926729,-0.027331517,-0.028419069
-0.023840143,-0.017857542,-0.018673574,-0.018304122,-0.016401873,-0.015807449,-0.027106697,-0.02294623
-0.023647116,-0.018254624,-0.019554425,-0.018848128,-0.016020104,-0.015310517,-0.027172618,-0.023052402
-0.026512273,-0.018025323,-0.022886423,-0.01833576,-0.015142873,-0.019147927,-0.027987414,-0.028975357
-0.034416207,-0.021062933,-0.020220424,-0.022397682,-0.019897036,-0.020857435,-0.028093648,-0.028715766
-0.029325987,-0.021324516,-0.025785322,-0.025365229,-0.020819149,-0.02111937,-0.026275363,-0.029106621
-0.030013832,-0.024168722,-0.032907894,-0.030178985,-0.021036691,-0.02210997,-0.025886833,-0.02960792
-0.031534302,-0.024058188,-0.032659515,-0.030094707,-0.021527006,-0.022518771,-0.025395761,-0.030061985
-0.031522315,-0.024036162,-0.032734673,-0.02933695,-0.019550195,-0.023107868,-0.025710983,-0.029671888
-0.032275124,-0.023657878,-0.031024539,-0.027981025,-0.018961049,-0.022826426,-0.024548868,-0.029804353
